Slime ID, Wave Number, Fitness Pool, Min Path Distance To Sheep, Total Path Distance,Sheep Distance Fitness,Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Tower Attraction Gene, Tower Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Time Alive After Increased Alignment Strength,
33, 5, 0, 91.37849, 95.89804, 541.2516, 171,26,Blaster,Blaster,0.55,0.55,0.35,0.35,-2.33649,2.141558,2.421826,1.431847,1.227493,2.864381,0.4321854,0.3489416,0,
34, 5, 0, 111.6925, 117.052, 443.6852, 249,54,Basic,Basic,0.55,0.55,0.35,0.35,-0.338988,2.380618,-3.807974,0.07362348,2.030292,3.202693,3.987856,0.6098554,0,
35, 5, 0, 105.0924, 110.0599, 471.2873, 276,25,Blaster,Acid,0.55,0.55,0.35,0.35,-5.19979,2.033967,-2.582835,0.1350075,3.180373,3.767242,-2.597273,0.225459,0,
36, 5, 0, 108.2012, 112.5317, 457.8706, 255,171,Basic,Blaster,0.55,0.55,0.35,0.35,-6.099298,2.021674,-3.670025,0.07883941,1.788798,3.096186,2.478714,0.481819,0,
37, 5, 0, 109.7793, 114.9441, 451.3478, 132,85,Basic,Laser,0.55,0.55,0.35,0.35,0.4296703,2.555026,2.175766,1.287432,4.871274,4.766199,-2.63594,0.224331,0,
38, 5, 0, 128.9288, 134.0702, 384.8261, 76,184,Basic,Fire,0.55,0.55,0.35,0.35,-6.513711,2.017621,1.710206,1.04809,7.039618,6.283154,-2.901254,0.2168426,0,
39, 5, 0, 110.2766, 115.4862, 449.3308, 266,14,Blaster,Fire,0.55,0.55,0.35,0.35,2.234989,3.325629,1.855667,1.118317,3.735483,4.073679,1.373203,0.4043906,0,
40, 5, 0, 129.3842, 134.4845, 383.4821, 64,280,Basic,Basic,0.55,0.55,0.35,0.35,3.24206,4.119761,-0.4092104,0.389928,-2.058527,1.898065,-4.046261,0.1891216,0,
41, 5, 0, 109.8387, 114.2921, 451.1059, 191,253,Basic,Blaster,0.55,0.55,0.35,0.35,-0.109294,2.42615,-1.798663,0.1985332,-1.004477,2.143036,3.611375,0.5755189,0,
42, 5, 0, 130.8395, 135.947, 379.2489, 172,184,Basic,Fire,0.55,0.55,0.35,0.35,-6.513711,2.017621,2.3721,1.401614,5.228558,5.000764,1.538729,0.4151181,0,
43, 5, 0, 127.3209, 132.4427, 389.6482, 279,95,Fire,Blaster,0.55,0.55,0.35,0.35,0.9216049,2.705432,1.570055,0.9841401,-2.285074,1.852127,-2.960689,0.2152238,0,
44, 5, 0, 132.0859, 138.2771, 375.6972, 248,185,Basic,Basic,0.55,0.55,0.35,0.35,-5.411068,2.030566,0.3386452,0.5568876,1.775817,3.090578,-1.441224,0.2638752,0,
45, 5, 0, 128.2926, 135.0357, 386.7198, 181,88,Basic,Laser,0.55,0.55,0.35,0.35,3.762109,4.681726,4.94104,3.706382,2.931074,3.636779,0.9489682,0.378246,0,
46, 5, 0, 110.6733, 116.5384, 447.7344, 195,216,Basic,Ice,0.55,0.55,0.35,0.35,2.310675,3.373947,-2.435216,0.1451991,1.775817,3.090578,-2.598044,0.2254364,0,
47, 5, 0, 99.12883, 103.0525, 499.3567, 162,266,Blaster,Shock,0.55,0.55,0.35,0.35,0.4296703,2.555026,1.359245,0.894493,1.761063,3.084218,-0.7853881,0.2901501,0,
48, 5, 0, 98.34891, 102.3687, 503.2768, 70,216,Blaster,Blaster,0.55,0.55,0.35,0.35,3.347083,4.223882,-2.435216,0.1451991,1.775817,3.090578,-0.3227132,0.3108792,0,
49, 5, 0, 130.3199, 137.2368, 380.7495, 253,14,Basic,Basic,0.55,0.55,0.35,0.35,2.234989,3.325629,1.855667,1.118317,-3.147286,1.696486,4.339077,0.6432683,0,
50, 5, 0, 126.3319, 131.5286, 392.6746, 231,116,Shock,Shock,0.55,0.55,0.35,0.35,-1.597844,2.204283,-0.549475,0.3644809,4.9221,4.799112,1.034545,0.3833656,0,
51, 5, 0, 98.20406, 102.0695, 504.0117, 285,268,Acid,Shock,0.55,0.55,0.35,0.35,-1.20452,2.248239,-2.074236,0.173422,8.957032,7.71437,1.981516,0.4453009,0,
52, 5, 0, 125.5508, 131.4163, 395.0981, 255,6,Basic,Basic,0.55,0.55,0.35,0.35,-3.856383,2.066406,-3.012568,0.1091887,1.13893,2.829781,4.339077,0.6432683,0,
53, 5, 0, 131.0297, 137.2166, 378.7027, 180,78,Basic,Basic,0.55,0.55,0.35,0.35,4.599779,5.86127,-4.190432,0.06088686,0.1493826,2.478161,0.3683042,0.3455071,0,
54, 5, 0, 111.0251, 115.6074, 446.3286, 140,16,Blaster,Blaster,0.55,0.55,0.35,0.35,1.075787,2.760247,0.5931963,0.6277293,-1.907222,1.930004,3.686551,0.5822506,0,
55, 5, 0, 109.8924, 114.8783, 450.8876, 186,267,Blaster,Basic,0.55,0.55,0.35,0.35,-3.513867,2.078771,-1.375152,0.2442128,1.775817,3.090578,-5.154472,0.1683311,0,
56, 5, 0, 125.1448, 130.0549, 396.3699, 144,117,Basic,Acid,0.55,0.55,0.35,0.35,-3.064255,2.098549,-0.7657565,0.3283487,6.228982,5.693017,3.248839,0.5439433,0,
57, 5, 0, 114.2037, 119.5298, 434.0139, 6,49,Basic,Basic,0.55,0.55,0.35,0.35,-3.079701,2.097794,-2.083105,0.1726679,2.294401,3.323923,-1.89974,0.2475048,0,
58, 5, 0, 131.4357, 137.7575, 377.5416, 169,68,Basic,Basic,0.55,0.55,0.35,0.35,-0.9909257,2.275909,0.03033164,0.4811574,1.477058,2.964756,1.221014,0.39479,0,
59, 5, 0, 111.2114, 115.5016, 445.5875, 190,11,Basic,Blaster,0.55,0.55,0.35,0.35,2.292589,3.362252,-3.189027,0.1000601,-1.004477,2.143036,-1.189519,0.2735464,0,
60, 5, 0, 107.9543, 113.3378, 458.9079, 137,67,Basic,Shock,0.55,0.55,0.35,0.35,-3.064255,2.098549,-0.9383379,0.3020232,4.054845,4.259749,5.907305,0.8070098,0,
61, 5, 0, 133.6125, 160.7964, 371.4364, 200,9,Basic,Basic,0.55,0.55,0.35,0.35,-0.8599999,2.294355,5.510988,4.391762,-0.6889895,2.227246,-1.004793,0.2809677,0,
62, 5, 0, 104.2636, 108.9413, 474.9979, 279,24,Basic,Basic,0.55,0.55,0.35,0.35,-0.3297133,2.38236,-3.306503,0.09440589,4.231274,4.365519,5.965296,0.8134575,0,
63, 5, 0, 28.57572, 29.91971, 1690.576, 58,81,Blaster,Blaster,0.55,0.55,0.35,0.35,-6.513711,2.017621,-1.832543,0.1952634,10.01677,8.481329,-2.901254,0.2168426,0,
64, 5, 0, 115.449, 123.6434, 429.3725, 209,168,Basic,Basic,0.55,0.55,0.35,0.35,-1.597844,2.204283,1.90954,1.145353,-3.533676,1.635752,-1.837474,0.2496367,0,
65, 5, 0, 110.3093, 114.7066, 449.1987, 171,225,Basic,Blaster,0.55,0.55,0.35,0.35,0.4296703,2.555026,1.14595,0.81135,0.04630153,2.445084,2.012065,0.4474641,0,
66, 5, 0, 74.44402, 81.08713, 662.7431, 47,9,Blaster,Blaster,0.55,0.55,0.35,0.35,-0.8599999,2.294355,-0.7277766,0.3344331,-0.6889895,2.227246,-1.004793,0.2809677,0,
67, 5, 0, 129.4285, 135.4014, 383.3517, 184,55,Basic,Shock,0.55,0.55,0.35,0.35,-4.081916,2.059341,-0.5086322,0.3717211,7.039618,6.283154,-0.7527435,0.2915512,0,
68, 5, 0, 60.03097, 62.74346, 819.2562, 265,173,Blaster,Blaster,0.55,0.55,0.35,0.35,-2.820111,2.111287,-0.4508382,0.3822029,0.2793814,2.520802,-0.3414056,0.3100047,0,
69, 5, 0, 112.3471, 117.6982, 441.1229, 24,277,Basic,Basic,0.55,0.55,0.35,0.35,-0.109294,2.42615,-2.282336,0.1565529,2.525767,3.434235,0.4467392,0.3497297,0,
70, 5, 0, 114.6569, 120.9087, 432.3132, 7,169,Basic,Basic,0.55,0.55,0.35,0.35,1.725229,3.039781,0.03033164,0.4811574,1.477058,2.964756,1.215411,0.3944413,0,
71, 5, 0, 108.9766, 114.0105, 454.6423, 11,248,Basic,Blaster,0.55,0.55,0.35,0.35,-0.4714439,2.356575,1.02938,0.7689444,-1.004477,2.143036,-1.376004,0.2663332,0,
72, 5, 0, 95.69926, 100.1806, 517.0671, 16,207,Blaster,Blaster,0.55,0.55,0.35,0.35,-5.19979,2.033967,-2.840842,0.1188619,2.147141,3.255713,0.9055068,0.3756754,0,
73, 5, 0, 112.242, 117.4399, 441.5324, 43,98,Acid,Basic,0.55,0.55,0.35,0.35,0.787255,2.660813,0.2413127,0.5318418,3.735483,4.073679,-3.613472,0.1987759,0,
74, 5, 0, 110.7747, 116.9364, 447.3286, 43,256,Acid,Shock,0.55,0.55,0.35,0.35,-4.923712,2.038986,2.127683,1.260705,7.448006,6.58666,-2.315554,0.2339681,0,
75, 5, 0, 111.9684, 117.0595, 442.6017, 231,134,Laser,Shock,0.55,0.55,0.35,0.35,1.122307,2.777581,1.460511,0.9365991,-2.5701,1.797415,3.380351,0.5552267,0,
76, 5, 0, 93.88867, 99.61815, 526.9333, 279,266,Blaster,Shock,0.55,0.55,0.35,0.35,1.523745,2.943897,1.245649,0.8492982,1.761063,3.084218,-0.7853881,0.2901501,0,
77, 5, 0, 113.9639, 118.5367, 434.919, 117,14,Blaster,Fire,0.55,0.55,0.35,0.35,2.234989,3.325629,1.855667,1.118317,3.735483,4.073679,3.248839,0.5439433,0,
78, 5, 0, 85.93477, 89.96783, 575.1439, 16,5,Blaster,Blaster,0.55,0.55,0.35,0.35,1.075787,2.760247,-3.189027,0.1000601,1.595561,3.013919,-0.3414056,0.3100047,0,
79, 5, 0, 128.6109, 135.9981, 385.7699, 17,36,Basic,Basic,0.55,0.55,0.35,0.35,-3.531807,2.078069,-0.4092104,0.389928,7.039618,6.283154,-1.403237,0.2653028,0,
80, 5, 0, 110.538, 116.4169, 448.2776, 170,127,Basic,Laser,0.55,0.55,0.35,0.35,-3.079701,2.097794,-1.342182,0.2481713,2.294401,3.323923,-2.597273,0.225459,0,
81, 5, 0, 91.05051, 95.17786, 543.18, 189,191,Blaster,Blaster,0.55,0.55,0.35,0.35,4.913198,6.401035,0.6552189,0.6462233,2.017959,3.197153,3.310864,0.5492406,0,
82, 5, 0, 98.01283, 102.6713, 504.985, 189,43,Blaster,Basic,0.55,0.55,0.35,0.35,2.234989,3.325629,0.7980011,0.6907414,-0.04642373,2.415877,-2.214939,0.2371344,0,
83, 5, 0, 114.3015, 120.9098, 433.6457, 45,235,Basic,Basic,0.55,0.55,0.35,0.35,-5.19979,2.033967,-2.201967,0.1628674,1.680633,3.049815,2.243007,0.4641575,0,
84, 5, 0, 109.1981, 114.9677, 453.7282, 45,16,Basic,Blaster,0.55,0.55,0.35,0.35,1.075787,2.760247,-0.1607618,0.4392382,-2.393512,1.830914,1.215411,0.3944413,0,
85, 5, 0, 90.48309, 94.64111, 546.5491, 140,39,Basic,Ice,0.55,0.55,0.35,0.35,-1.113755,2.259645,-0.7029396,0.3384707,3.292451,3.827348,4.938972,0.7032615,0,
86, 5, 0, 98.63291, 102.6337, 501.8422, 215,293,Blaster,Shock,0.55,0.55,0.35,0.35,-0.3297133,2.38236,-0.7688981,0.3278503,3.620587,4.008466,-1.441224,0.2638752,0,
87, 5, 0, 112.8054, 117.2852, 439.3465, 7,58,Blaster,Basic,0.55,0.55,0.35,0.35,0.4341298,2.556237,-2.876511,0.1167854,-6.570504,1.306185,0.4017968,0.3473027,0,
88, 5, 0, 127.2673, 133.2435, 389.811, 109,136,Basic,Blaster,0.55,0.55,0.35,0.35,1.063273,2.755648,0.6552189,0.6462233,2.017959,3.197153,-0.1758964,0.3178591,0,
89, 5, 0, 129.9026, 135.0662, 381.9633, 228,268,Fire,Shock,0.55,0.55,0.35,0.35,-1.20452,2.248239,-2.074236,0.173422,0.04630153,2.445084,1.981516,0.4453009,0,
90, 5, 0, 110.4785, 120.4938, 448.5171, 22,60,Basic,Basic,0.55,0.55,0.35,0.35,2.389137,3.425784,1.869164,1.125038,3.735483,4.073679,-1.961736,0.2454099,0,
91, 5, 0, 129.7872, 137.1646, 382.3004, 196,116,Basic,Acid,0.55,0.55,0.35,0.35,0.4296703,2.555026,-0.549475,0.3644809,4.9221,4.799112,-3.370222,0.2046281,0,
92, 5, 0, 59.15456, 61.42877, 831.1922, 178,100,Blaster,Blaster,0.55,0.55,0.35,0.35,-2.820111,2.111287,-0.4508382,0.3822029,4.877759,4.77039,-0.3414056,0.3100047,0,
93, 5, 0, 91.9629, 95.75859, 537.849, 31,231,Shock,Shock,0.55,0.55,0.35,0.35,-1.597844,2.204283,-2.4821,0.1418827,9.009363,7.753031,-0.4447786,0.3052257,0,
94, 5, 0, 134.0551, 139.3426, 370.2192, 105,255,Basic,Basic,0.55,0.55,0.35,0.35,2.739621,3.680514,3.877146,2.570369,7.039618,6.283154,0.6201513,0.3592844,0,
95, 5, 0, 125.1413, 130.9972, 396.3807, 64,255,Basic,Basic,0.55,0.55,0.35,0.35,2.739621,3.680514,0.3339555,0.555656,7.039618,6.283154,0.6201513,0.3592844,0,
96, 5, 0, 130.7668, 135.818, 379.4582, 24,151,Basic,Basic,0.55,0.55,0.35,0.35,0.4296703,2.555026,-1.890452,0.1897966,0.2641076,2.515738,0.7516641,0.3667343,0,
97, 5, 0, 110.851, 115.348, 447.0231, 24,192,Basic,Blaster,0.55,0.55,0.35,0.35,-3.971931,2.062687,-0.5086322,0.3717211,2.030292,3.202693,2.430727,0.4781721,0,
98, 5, 0, 133.441, 141.607, 371.9103, 248,68,Shock,Basic,0.55,0.55,0.35,0.35,-0.9909257,2.275909,2.964851,1.79819,-0.4427567,2.296747,1.221014,0.39479,0,
99, 5, 0, 127.2496, 132.2424, 389.8646, 117,253,Basic,Acid,0.55,0.55,0.35,0.35,-0.109294,2.42615,-1.798663,0.1985332,6.228982,5.693017,4.339077,0.6432683,0,
100, 5, 0, 85.70512, 89.69513, 576.6672, 81,155,Basic,Fire,0.55,0.55,0.35,0.35,-1.597844,2.204283,-1.91915,0.1871431,4.500354,4.5308,-2.901254,0.2168426,0,
101, 5, 0, 131.4341, 138.4065, 377.5462, 235,37,Basic,Basic,0.55,0.55,0.35,0.35,0.5870874,2.599387,-0.531346,0.3676777,3.397552,3.884528,-5.180407,0.1679053,0,
102, 5, 0, 111.3997, 116.6148, 444.841, 72,232,Basic,Shock,0.55,0.55,0.35,0.35,-3.079701,2.097794,-2.083105,0.1726679,2.294401,3.323923,-0.5614681,0.2999462,0,
103, 5, 0, 98.25327, 102.193, 503.7617, 24,282,Basic,Laser,0.55,0.55,0.35,0.35,2.263735,3.343789,-2.754286,0.1240537,3.377702,3.873668,-3.861362,0.1931313,0,
104, 5, 0, 110.8057, 115.1897, 447.2045, 74,238,Blaster,Basic,0.55,0.55,0.35,0.35,1.332095,2.860615,-2.083105,0.1726679,4.31213,4.414686,-5.707358,0.1597875,0,
105, 5, 0, 128.6971, 133.8001, 385.5136, 285,274,Shock,Basic,0.55,0.55,0.35,0.35,2.200311,3.304031,-1.798663,0.1985332,1.429047,2.945114,4.339077,0.6432683,0,
106, 5, 0, 130.373, 136.2849, 380.5958, 35,169,Basic,Basic,0.55,0.55,0.35,0.35,1.725229,3.039781,-1.244125,0.2603174,1.477058,2.964756,1.215411,0.3944413,0,
107, 5, 0, 130.0986, 135.3078, 381.3924, 242,89,Acid,Fire,0.55,0.55,0.35,0.35,-2.33649,2.141558,1.460511,0.9365991,-2.591428,1.793455,3.40221,0.557121,0,
108, 5, 0, 114.2629, 119.4733, 433.7908, 31,184,Basic,Fire,0.55,0.55,0.35,0.35,-6.513711,2.017621,0.117615,0.5015443,7.039618,6.283154,-2.901254,0.2168426,0,
109, 5, 0, 128.8737, 134.7968, 384.9894, 198,207,Shock,Basic,0.55,0.55,0.35,0.35,-5.19979,2.033967,-2.840842,0.1188619,3.635428,4.016838,0.9055068,0.3756754,0,
110, 5, 0, 113.6498, 118.9214, 436.1106, 6,189,Blaster,Basic,0.55,0.55,0.35,0.35,2.234989,3.325629,-4.190432,0.06088686,0.1493826,2.478161,0.2080225,0.3370672,0,
111, 5, 0, 112.7888, 117.3271, 439.4106, 9,83,Basic,Blaster,0.55,0.55,0.35,0.35,1.063273,2.755648,0.6552189,0.6462233,-0.6889895,2.227246,1.392589,0.4056315,0,
112, 5, 0, 111.7936, 116.3425, 443.2875, 275,188,Ice,Basic,0.55,0.55,0.35,0.35,-1.936645,2.172669,-1.543227,0.2249713,7.039618,6.283154,-2.358129,0.2326488,0,
113, 5, 0, 128.2638, 134.3027, 386.8058, 155,231,Basic,Laser,0.55,0.55,0.35,0.35,-1.597844,2.204283,-2.4821,0.1418827,9.009363,7.753031,-0.4447786,0.3052257,0,
114, 5, 0, 126.8808, 133.6551, 390.989, 85,241,Basic,Basic,0.55,0.55,0.35,0.35,3.762109,4.681726,-1.640296,0.2145418,3.735483,4.073679,2.903356,0.515237,0,
115, 5, 0, 110.1992, 115.4529, 449.6433, 144,11,Fire,Blaster,0.55,0.55,0.35,0.35,2.292589,3.362252,-3.189027,0.1000601,-1.004477,2.143036,-1.189519,0.2735464,0,
116, 5, 0, 97.64874, 101.6652, 506.8489, 54,100,Blaster,Basic,0.55,0.55,0.35,0.35,-2.820111,2.111287,-0.4508382,0.3822029,3.735483,4.073679,-0.7942513,0.2897713,0,
117, 5, 0, 108.8787, 114.1233, 455.0474, 54,145,Basic,Basic,0.55,0.55,0.35,0.35,-0.7253149,2.314602,2.3721,1.401614,7.039618,6.283154,-2.901254,0.2168426,0,
118, 5, 0, 125.5606, 132.2422, 395.0675, 10,178,Basic,Basic,0.55,0.55,0.35,0.35,3.148669,4.03091,-2.457541,0.1436105,2.27808,3.316287,0.8288935,0.371192,0,
119, 5, 0, 107.8008, 112.2372, 459.5556, 11,279,Basic,Blaster,0.55,0.55,0.35,0.35,-1.94564,2.1719,1.543175,0.9722788,-1.004477,2.143036,2.562893,0.48828,0,
120, 5, 0, 97.96104, 102.6082, 505.2493, 16,221,Blaster,Blaster,0.55,0.55,0.35,0.35,1.075787,2.760247,-0.4092104,0.389928,-3.298103,1.672158,6.313932,0.8526923,0,
121, 5, 0, 125.494, 132.0744, 395.2758, 192,217,Basic,Basic,0.55,0.55,0.35,0.35,0.2097547,2.498384,-1.208737,0.2648413,-1.178518,2.098825,-1.294423,0.2694548,0,
122, 5, 0, 109.3993, 114.5408, 452.9013, 153,282,Basic,Laser,0.55,0.55,0.35,0.35,0.8165432,2.6703,-2.615238,0.1328666,3.377702,3.873668,-3.403637,0.2038052,0,
123, 5, 0, 99.3536, 103.2607, 498.2382, 81,16,Blaster,Fire,0.55,0.55,0.35,0.35,2.044085,3.210792,0.5931963,0.6277293,1.965962,3.173918,1.215411,0.3944413,0,
124, 5, 0, 110.3892, 114.8632, 448.8765, 64,25,Shock,Blaster,0.55,0.55,0.35,0.35,-5.19979,2.033967,4.811296,3.55637,3.180373,3.767242,-3.547249,0.2003378,0,
125, 5, 0, 131.1451, 137.5087, 378.3721, 231,35,Shock,Shock,0.55,0.55,0.35,0.35,-1.97181,2.16968,-1.244125,0.2603174,3.497647,3.939714,0.7118492,0.3644601,0,
126, 5, 0, 127.3677, 132.409, 389.5063, 39,63,Basic,Ice,0.55,0.55,0.35,0.35,-1.936645,2.172669,-2.374589,0.1496012,7.039618,6.283154,-1.122484,0.2762073,0,
127, 5, 0, 107.0428, 111.4175, 462.7795, 144,201,Basic,Shock,0.55,0.55,0.35,0.35,1.560176,2.960581,-2.840842,0.1188619,3.635428,4.016838,0.9055068,0.3756754,0,
128, 5, 0, 130.3228, 136.3802, 380.7413, 36,67,Basic,Basic,0.55,0.55,0.35,0.35,-3.064255,2.098549,-0.9383379,0.3020232,4.054845,4.259749,5.907305,0.8070098,0,
129, 5, 0, 126.3418, 132.3146, 392.644, 41,175,Basic,Laser,0.55,0.55,0.35,0.35,-0.6300443,2.329749,-3.617899,0.08090436,1.311849,2.897832,-1.103317,0.2769748,0,
130, 5, 0, 111.5731, 117.016, 444.1559, 16,54,Basic,Basic,0.55,0.55,0.35,0.35,-0.338988,2.380618,-0.9624066,0.2985182,2.030292,3.202693,3.987856,0.6098554,0,
131, 5, 0, 109.765, 114.9152, 451.4063, 207,254,Basic,Basic,0.55,0.55,0.35,0.35,0.4296703,2.555026,-3.080811,0.1055645,4.500354,4.5308,0.9055068,0.3756754,0,
132, 5, 0, 106.4938, 111.6814, 465.143, 37,268,Acid,Shock,0.55,0.55,0.35,0.35,-1.20452,2.248239,-2.074236,0.173422,0.04630153,2.445084,1.981516,0.4453009,0,
133, 5, 0, 110.5627, 116.0515, 448.1784, 136,70,Ice,Blaster,0.55,0.55,0.35,0.35,-0.109294,2.42615,-2.282336,0.1565529,2.017959,3.197153,1.312844,0.400553,0,
134, 5, 0, 106.6421, 111.7143, 464.5023, 17,178,Basic,Basic,0.55,0.55,0.35,0.35,5.146224,6.839602,0.4565758,0.5887209,4.832968,4.741496,0.01581417,0.3272755,0,
135, 5, 0, 104.7162, 110.4937, 472.9646, 52,204,Basic,Basic,0.55,0.55,0.35,0.35,2.746507,3.68592,-0.5086322,0.3717211,3.454497,3.915837,-3.13608,0.2105683,0,
136, 5, 0, 109.1243, 114.1928, 454.0323, 85,9,Basic,Basic,0.55,0.55,0.35,0.35,-0.8599999,2.294355,-0.7277766,0.3344331,-0.6889895,2.227246,-1.004793,0.2809677,0,
137, 5, 0, 94.62346, 98.98141, 522.8842, 127,16,Blaster,Blaster,0.55,0.55,0.35,0.35,1.075787,2.760247,0.5931963,0.6277293,-0.3429903,2.325878,-2.597273,0.225459,0,
138, 5, 0, 111.649, 116.9612, 443.8566, 245,37,Basic,Acid,0.55,0.55,0.35,0.35,0.5870874,2.599387,1.379359,0.9027184,3.397552,3.884528,-2.891958,0.2170977,0,
139, 5, 0, 112.564, 117.0405, 440.2805, 49,116,Basic,Acid,0.55,0.55,0.35,0.35,0.4296703,2.555026,-0.549475,0.3644809,4.9221,4.799112,1.034545,0.3833656,0,
140, 5, 0, 109.0869, 114.2623, 454.1868, 26,186,Shock,Acid,0.55,0.55,0.35,0.35,-3.513867,2.078771,-1.173992,0.2693574,1.227493,2.864381,-0.5485818,0.3005233,0,
141, 5, 0, 129.7277, 135.7482, 382.4744, 10,116,Basic,Acid,0.55,0.55,0.35,0.35,0.4296703,2.555026,-2.457541,0.1436105,4.9221,4.799112,1.034545,0.3833656,0,
142, 5, 0, 109.3898, 113.8503, 452.9405, 173,180,Laser,Blaster,0.55,0.55,0.35,0.35,1.479158,2.923856,6.332353,5.414487,7.039618,6.283154,-0.04769478,0.3241177,0,
143, 5, 0, 111.7388, 117.2824, 443.5029, 207,221,Shock,Basic,0.55,0.55,0.35,0.35,-2.820111,2.111287,-0.4092104,0.389928,-3.298103,1.672158,6.313932,0.8526923,0,
144, 5, 0, 126.6199, 131.8131, 391.7886, 169,192,Basic,Basic,0.55,0.55,0.35,0.35,-0.2497323,2.397712,0.03033164,0.4811574,1.543473,2.992189,-0.7527435,0.2915512,0,
145, 5, 0, 104.782, 110.3473, 472.6701, 198,39,Basic,Basic,0.55,0.55,0.35,0.35,2.027958,3.201535,-0.7029396,0.3384707,0.2975841,2.526855,4.938972,0.7032615,0,
146, 5, 0, 125.9081, 130.7482, 393.986, 273,167,Basic,Basic,0.55,0.55,0.35,0.35,-7.750744,2.009496,-1.115445,0.2771372,-1.178518,2.098825,-10.09982,0.1203662,0,
147, 5, 0, 98.13885, 101.9116, 504.3431, 150,49,Blaster,Basic,0.55,0.55,0.35,0.35,-3.079701,2.097794,-1.131773,0.2749458,2.294401,3.323923,-2.597273,0.225459,0,
148, 5, 0, 134.0679, 140.7798, 370.1841, 111,200,Laser,Basic,0.55,0.55,0.35,0.35,0.3548415,2.53508,5.510988,4.391762,7.039618,6.283154,-3.31552,0.2059884,0,
149, 5, 0, 134.0623, 140.2581, 370.1995, 173,20,Basic,Blaster,0.55,0.55,0.35,0.35,-5.213966,2.033727,4.636605,3.358826,4.067296,4.267144,4.392374,0.6484519,0,
150, 5, 0, 103.8744, 107.975, 476.7606, 16,225,Blaster,Shock,0.55,0.55,0.35,0.35,1.075787,2.760247,1.14595,0.81135,1.016447,2.782799,1.215411,0.3944413,0,
151, 5, 0, 112.1876, 117.5679, 441.7447, 299,274,Basic,Basic,0.55,0.55,0.35,0.35,2.200311,3.304031,1.372025,0.8997111,1.429047,2.945114,3.475531,0.5635145,0,
152, 5, 0, 130.6585, 137.5953, 379.7703, 229,7,Acid,Blaster,0.55,0.55,0.35,0.35,1.566375,2.963448,-2.247986,0.1592216,-6.570504,1.306185,4.392374,0.6484519,0,
153, 5, 0, 108.2571, 112.6245, 457.6361, 238,145,Basic,Basic,0.55,0.55,0.35,0.35,-0.7253149,2.314602,-2.083105,0.1726679,4.31213,4.414686,-2.901254,0.2168426,0,
154, 5, 0, 98.17834, 102.1828, 504.1424, 100,11,Blaster,Blaster,0.55,0.55,0.35,0.35,2.292589,3.362252,-2.762906,0.1235268,-1.004477,2.143036,-1.189519,0.2735464,0,
155, 5, 0, 127.937, 133.8861, 387.7863, 107,41,Laser,Laser,0.55,0.55,0.35,0.35,1.716028,3.035206,3.881901,2.574911,3.45142,3.914139,1.381104,0.4048958,0,
156, 5, 0, 126.5854, 133.9719, 391.8943, 55,248,Shock,Basic,0.55,0.55,0.35,0.35,-0.4714439,2.356575,1.02938,0.7689444,5.170838,4.962374,-1.403237,0.2653028,0,
157, 5, 0, 111.5262, 116.7278, 444.3411, 13,218,Blaster,Basic,0.55,0.55,0.35,0.35,-0.3205966,2.38408,-1.131773,0.2749458,-1.864966,1.939107,0.6201513,0.3592844,0,
158, 5, 0, 89.68694, 93.35901, 551.3474, 25,23,Blaster,Basic,0.55,0.55,0.35,0.35,-3.653614,2.07347,2.3721,1.401614,6.211721,5.680692,-2.597273,0.225459,0,
159, 5, 0, 111.2025, 116.2804, 445.6229, 139,286,Ice,Shock,0.55,0.55,0.35,0.35,-2.542324,2.127784,-0.3775414,0.395905,8.210749,7.158025,-6.910151,0.1446255,0,
160, 5, 0, 126.1203, 132.168, 393.3282, 49,24,Blaster,Basic,0.55,0.55,0.35,0.35,-0.3297133,2.38236,-3.969038,0.0679656,2.030292,3.202693,5.965296,0.8134575,0,
161, 5, 0, 113.4975, 118.0644, 436.6909, 179,17,Ice,Basic,0.55,0.55,0.35,0.35,-1.20452,2.248239,-0.40881,0.3900029,-1.643335,1.988204,0.01581417,0.3272755,0,
162, 5, 0, 108.272, 113.1776, 457.5738, 114,0,Shock,Fire,0.55,0.55,0.35,0.35,-1.597844,2.204283,-0.5604339,0.3625614,7.039618,6.283154,2.74072,0.5021946,0,
163, 5, 0, 128.2591, 133.4887, 386.8199, 194,179,Basic,Basic,0.55,0.55,0.35,0.35,-1.20452,2.248239,-0.7277766,0.3344331,1.761063,3.084218,-0.5522014,0.300361,0,
164, 5, 0, 114.3551, 120.0501, 433.4443, 150,153,Basic,Basic,0.55,0.55,0.35,0.35,2.739621,3.680514,-2.282336,0.1565529,2.525767,3.434235,-0.04769478,0.3241177,0,
165, 5, 0, 126.6294, 132.5225, 391.7592, 179,222,Basic,Basic,0.55,0.55,0.35,0.35,-3.653614,2.07347,-0.7277766,0.3344331,-0.2384614,2.357013,-1.403237,0.2653028,0,
166, 5, 0, 104.3989, 109.3316, 474.388, 117,286,Basic,Acid,0.55,0.55,0.35,0.35,-3.492416,2.079618,-0.9383379,0.3020232,9.411428,8.047723,-6.380355,0.1507764,0,
